source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ref_epoch,phot_g_mean_mag
4116553809180160384,265.25542452722044,-22.85442233771414,4.641733479428935,4.067674463236648,52.04859528216814,2.4236367,21.475412,-30.010523275993652,1.500855,11.000922989143174,0.92099106,,,2016.0,20.339483
4117290138348536064,265.85700792887656,-21.683392427381285,5.934256809086885,4.206618298614839,58.2436975539037,0.14838254,392.52393,-97.25257596448583,0.12929364,-44.61396749521905,0.08643777,10.360545,0.13338652,2016.0,4.7305098
4155146598548456064,280.07368125348677,-10.46780095683691,22.350192245606294,-2.3101600706169116,56.25655840328173,0.01593159,3531.1326,-143.15084205043124,0.017781286,-556.8648223565458,0.015651263,-69.823166,0.47242844,2016.0,10.638169
4201781696994073472,290.1452376415212,-7.667404304342344,29.355974978760077,-9.944600580506446,95.17577811152343,0.029248245,3254.068,-61.224325393276594,0.029151015,-161.84610752063998,0.02421328,,,2016.0,12.253493
4270446404294208000,277.46912967839614,-1.8189624863394651,28.84707317003467,3.9617381837974377,53.15862953107903,0.02947551,1803.4847,172.0630580035004,0.025925526,-193.4221579337165,0.022762544,-54.898624,0.121981375,2016.0,7.6835327
4287033293110195456,282.0264688853103,8.183044062305315,39.85172374774359,4.456952352523484,51.49532543498256,2.6000972,19.805153,-13.421242340059063,1.8053802,4.0501942906700545,1.6619589,,,2016.0,20.118586
4339417394313320192,253.89324627148858,-8.398523023114832,11.002657681886769,21.087541659149522,153.96586519953095,0.057011306,2700.6199,-813.0375057553445,0.06271196,-870.6093515335183,0.044425607,,,2016.0,13.813289
4367026096925086464,260.7213901891552,-2.4000030089048274,20.20903774191327,18.420854918287002,51.04305528202596,0.29635656,172.23528,49.26596193167508,0.33821097,-120.37365403640128,0.20968036,-32.322502,2.3242037,2016.0,11.736005
4467355158571184256,247.2184021509794,18.415437167521638,35.08978300726206,39.50098737193619,51.79085053099461,0.018888528,2741.9211,-324.16730818276,0.016564032,383.2887962121308,0.017437698,,,2016.0,7.5834684
4586421272746553472,275.86767226420693,28.166943770663465,55.91834874885195,18.10443308608975,67.54648447599624,0.023121556,2921.364,-77.37415860047683,0.021637231,-183.95110152979424,0.024775904,-21.759964,0.34427288,2016.0,11.363881
4594186745414679680,263.80474400128486,26.578452534570733,50.34178403601233,27.63698024841291,64.32922330147355,0.7492705,85.85581,141.57906089495498,0.6291651,-289.1303745408281,0.83175135,,,2016.0,15.85357
4594497834189213184,266.60286144324283,27.713737369131668,52.42758906216953,25.63389888872602,119.88706136425247,0.20551951,583.3366,-413.9743802890454,0.16249602,-798.5163008756674,0.22695285,,,2016.0,9.184961
4646535078125821568,47.62973152269491,-68.6013979360917,286.196281943431,-43.73204808140871,96.18335870347249,0.028869182,3331.6968,39.66823397623275,0.036000192,-103.23744028168261,0.03166909,,,2016.0,11.409583
4660766641264343552,82.18605720150947,-65.44556102984839,275.29717679097644,-33.04631838770548,66.99194426467628,0.080812894,828.97595,66.14405506784301,0.08857899,126.00708534127685,0.10670682,32.18718,1.8247432,2016.0,11.354325
4698424845771339520,25.75030396963025,-67.31295815760012,295.3873717590519,-49.05306858566439,102.90778143705751,0.01108138,9286.55,-329.264342191648,0.013088989,-1018.5090541981501,0.012755524,,,2016.0,13.696558
4878035808244168832,71.47540368115328,-30.80759815667787,231.88898637934616,-39.16941112584247,61.936368745301316,0.14819635,417.9345,161.64095296692838,0.15211838,-419.03286161046674,0.1558287,,,2016.0,18.241045
4883809068925124224,62.23165947039066,-31.482746317950557,231.03474760647683,-47.08274675037672,55.32557256010124,0.023166249,2388.1973,-2.4002035301437274,0.022245048,-250.0332156776135,0.03256074,6.374021,1.6558777,2016.0,13.024272
